id,category,option,best_for,avoid_when,tradeoffs,tags,last_verified
UX225,Playful,"MSCHF (mschf.com) — culture/art brand known for chaotic, provocative campaign pages with deliberate visual noise","Studying Memphis-adjacent chaos used as a deliberate brand statement rather than a passing campaign layer","This brand's whole identity is intentional provocation — confirm current state and tone fit carefully before treating any specific execution as a template","Unmistakably energetic; the controlled grid underneath real Memphis work is what separates it from actual chaos, worth studying closely here","memphis|style:UX148|flagship|culture-brand",2026-07-04
UX226,Playful,"Search source: Awwwards / Dribbble / Land-book tagged 'memphis-design' — browse for currently-live examples in event and creative-tool marketing","Finding Memphis examples outside the two flagship campaign-style sites named above","Don't treat any specific tag URL as guaranteed — search inside the platform, exact slugs vary by platform","Self-refreshing; especially useful here since Memphis dates fast and sustained daily-use product examples barely exist","memphis|style:UX148|gallery|evergreen",2026-07-04
UX227,Retro,"Heaven by Marc Jacobs (heavenbymarcjacobs.com) — widely covered Y2K-revival fashion e-commerce site: chrome gradients, bubble type, iridescent surfaces","Studying a well-documented, design-press-covered Y2K revival applied to a real fashion e-commerce storefront","Fashion e-commerce redesigns with drops/seasons — confirm current state via scan.py before citing exact effects used","Strong generational resonance and design-press documentation; gradient/glow effects need protected-contrast text zones or readability collapses","y2k|style:UX149|flagship|fashion",2026-07-04
UX228,Retro,"Bratz (bratz.com) — toy/fashion doll brand carrying genuine Y2K bubbly, chrome, nostalgia-driven branding into its site","Studying Y2K applied to a brand whose entire origin period is the Y2K era itself, maximum period authenticity","Toy brand sites refresh with product line changes — confirm current state via scan.py before citing specifics","High authenticity since the brand's history is literally Y2K-era; less transferable lesson for brands without that genuine period connection","y2k|style:UX149|flagship|consumer-brand",2026-07-04
UX229,Retro,"Search source: Awwwards / Dribbble / Land-book tagged 'y2k' or 'y2k-aesthetic' — browse for currently-live examples in music and streetwear","Finding Y2K examples across the music/fashion sectors currently driving this revival trend","Don't treat any specific tag URL as guaranteed — search inside the platform, exact slugs vary by platform","Self-refreshing; this revival trend is actively evolving right now, so recent gallery finds matter more than older named flagships","y2k|style:UX149|gallery|evergreen",2026-07-04
UX230,Retro,"Genre note: vaporwave has few mainstream business flagships — it lives mainly in music/art subculture (album art, artist pages, zines) rather than commercial product sites","Understanding why this style stays outside mainstream commerce: its whole register is ironic distance, which fights brand sincerity","Don't search for a 'flagship vaporwave company' expecting a major brand to exist — that absence is itself the useful data point for this style","Deep subculture credibility with the right audience; completely alienating for any brand meaning things sincerely","vaporwave|style:UX150|genre-note",2026-07-04
UX231,Retro,"Bandcamp (bandcamp.com) artist and label pages tagged vaporwave — the genre's actual home turf, browse by tag for current examples","Seeing the style in its natural, authentic context rather than a corporate attempt to borrow it","Individual artist pages change or disappear often — treat any specific page as a temporary example, not a stable reference","The most authentic source available since this is literally where the subculture lives and publishes","vaporwave|style:UX150|flagship|music-culture",2026-07-04
UX232,Retro,"Search source: Dribbble / Behance tagged 'vaporwave' — browse curated designer work applying the aesthetic outside its native subculture","Seeing how designers translate vaporwave into more conventional commercial contexts","Concept shots skip real content and functional constraints — treat as mood-board reference, not implementation-ready","Self-refreshing; bridges between the authentic subculture source and a usable commercial reference point","vaporwave|style:UX150|gallery|evergreen",2026-07-04
UX233,Retro,"Braun (braun.com) — iconic mid-century industrial design heritage (Dieter Rams era) carried into rounded, warm, technical-optimist branding","Studying retro-futurism from the actual design lineage the style borrows its atomic/optimistic shape language from","Corporate heritage sites redesign periodically — confirm current state via scan.py before citing exact shape specifics","The clearest direct lineage available; risk is treating heritage-accuracy as more important than a modern product's actual usability needs","retro-futurism|style:UX151|flagship|industrial-heritage",2026-07-04
UX234,Retro,"Polaroid (polaroid.com) — brand with genuine retro-futuristic heritage, warm optimistic palette tied to its analog-photography history","Studying retro-futurism applied to a consumer brand whose product history directly supports the aesthetic choice","Consumer brand sites refresh with product launches — confirm current state via scan.py before citing specifics","Strong brand-product coherence since the aesthetic matches genuine company history, not just a borrowed visual trend","retro-futurism|style:UX151|flagship|consumer-brand",2026-07-04
UX235,Retro,"Search source: Awwwards / Dribbble / Land-book tagged 'retro-futurism' or 'atomic-age' — browse for currently-live examples in aerospace-adjacent and packaging-led brands","Finding retro-futurism examples beyond consumer electronics heritage brands","Don't treat any specific tag URL as guaranteed — search inside the platform, exact slugs vary by platform","Self-refreshing; useful for aerospace and packaging sectors that use this style but have fewer universally-known flagship names","retro-futurism|style:UX151|gallery|evergreen",2026-07-04
UX236,Expressive,"Allbirds (allbirds.com) — sustainable footwear brand with organic, natural, hand-crafted-adjacent visual language countering algorithmic slickness","Studying organic/hand-crafted styling applied to a real sustainability-positioned consumer commerce brand","E-commerce brand sites refresh with collections — confirm current state via scan.py before citing exact texture or illustration specifics","Strong values-aesthetic alignment (sustainability, naturalness); hand-drawn assets must be genuinely custom or the effect reads as generic stock texture","organic|style:UX152|flagship|sustainable-commerce",2026-07-04
UX237,Expressive,"Basecamp (basecamp.com) — long-running use of hand-drawn illustration style in marketing and product branding, well documented by its own team","Studying organic hand-drawn illustration sustained over many years in a real B2B software company's brand voice","Marketing site sections update independently — confirm current state via scan.py before citing exact illustration specifics","One of the most-documented cases of a software company deliberately choosing warmth over algorithmic slickness, with public writing on why","organic|style:UX152|flagship|saas",2026-07-04
UX238,Expressive,"Search source: Awwwards / Dribbble / Land-book tagged 'hand-drawn' or 'organic-design' — browse for currently-live examples in wellness and artisan-food brands","Finding organic/hand-crafted examples across the sectors that fit it especially well","Don't treat any specific tag URL as guaranteed — search inside the platform, exact slugs vary by platform","Self-refreshing; the whole point of this style is custom hand-drawn work, so genuine current examples matter more than dated named flagships","organic|style:UX152|gallery|evergreen",2026-07-04
UX239,Expressive,"Gucci (gucci.com) — fashion house long associated with maximalist visual language: layered patterns, multiple type treatments, saturated everything","Studying dense layered maximalism executed by a brand where more-is-more is the explicit creative argument","Fashion brand sites redesign every campaign cycle — confirm current state via scan.py before citing any specific execution as current","When maximalism works it's unforgettable; requires a strong underlying grid and hierarchy discipline or it collapses into pure clutter","maximalism|style:UX153|flagship|luxury-fashion",2026-07-04
UX240,Expressive,"Jacquemus (jacquemus.com) — fashion brand with bold, maximalist campaign pages and unconventional layout choices","Studying maximalism applied with a more playful, editorial-campaign register than heritage-luxury maximalism","Campaign microsites are often temporary and get replaced — confirm current state via scan.py before citing specifics","Proof maximalism can read youthful and current, not just heritage-luxury; still requires the same underlying grid discipline to avoid clutter","maximalism|style:UX153|flagship|fashion",2026-07-04
UX241,Expressive,"Search source: Awwwards / Dribbble / Land-book tagged 'maximalism' — browse for currently-live examples in entertainment and editorial statement sites","Finding maximalism examples outside fashion, e.g. entertainment or editorial contexts","Don't treat any specific tag URL as guaranteed — search inside the platform, exact slugs vary by platform","Self-refreshing; this is the hardest style to execute well, so seeing more attempts (including failed ones) builds better judgment than two flagships alone","maximalism|style:UX153|gallery|evergreen",2026-07-04
UX242,Expressive,"Stripe (stripe.com) — the classic origin reference for gradient-mesh backgrounds in SaaS marketing, soft multi-color mesh with floating luminous shapes","Studying the aesthetic at the source most other SaaS gradient-mesh marketing pages are consciously or unconsciously copying","Extremely widely copied — palette and mesh pattern alone won't differentiate a new product from this specific look without a signature element","The clearest origin point for this now-ubiquitous SaaS look; using it unmodified risks reading as 'another AI/SaaS product that looks like Stripe'","gradient-mesh|style:UX154|flagship|saas",2026-07-04
UX243,Expressive,"Framer (framer.com) — modern SaaS marketing with gradient-mesh aesthetic and airy glass-adjacent foreground elements","Studying gradient-mesh applied by a different SaaS company to confirm how saturated this specific look has become industry-wide","Marketing pages refresh often — confirm current state via scan.py before citing exact gradient or mesh specifics","Reinforces the saturation point; distinctiveness now needs a genuinely different palette or signature element layered on top of the base technique","gradient-mesh|style:UX154|flagship|saas",2026-07-04
UX244,Expressive,"Search source: Awwwards / Dribbble / Land-book tagged 'gradient-mesh' or 'aurora-ui' — browse for currently-live examples that add real distinctiveness","Finding gradient-mesh examples that escape the now-generic AI/SaaS-product default this style has become","Don't treat any specific tag URL as guaranteed — search inside the platform, exact slugs vary by platform","Self-refreshing; specifically useful here since this style is rapidly becoming the default AI-product look this skill's rules warn against","gradient-mesh|style:UX154|gallery|evergreen",2026-07-04
